# Domain campaign manifest: code16k (renamed from code4k 2026-08-18 with the cap). Generated by scripts/gen_domain_manifest.py,
# then COMMITTED -- this file, not the generator, is the source of dispatch.
# Namespace: MANIFEST=configs/campaign_code.tsv CLAIM_DIR=.campaign_code
# (BATCH_TAG=code16k lives in the claim dir; run names become <arm>_s<seed>_code16k,
# so checkpoints and fingerprints never collide with the math campaign's.)
# Columns: wave machine arm seed [note] -- same schema as campaign.tsv.

# 2026-08-18 re-pin: the 4-GPU family moved from 3 boxes (j5d2/3/4) to 6
# (j5d2..j5d7). Free to move -- zero code16k checkpoints exist, so no run sits on
# either side of it. Reason is makespan, not preference: a 4-GPU row needs a
# width-4 box, so the family's concurrency is 2 lanes per pinned box. On 3 boxes
# that is 6 lanes for 21 rows = 4 waves, while the 102 pool rows finish in ONE
# (26 boxes x 4 lanes = 104 >= 102) -- the family alone would have set the
# campaign's end date. Six boxes is the balance point, not the maximum: family
# 2 waves, pool 2 waves (23 x 4 = 92 lanes for 102 rows), and they end together.
# Going wider makes it worse -- 11 boxes buys the family 1 wave but starves the
# pool to 72 lanes, so the makespan is 2 waves either way and 5 more boxes idle
# 2 GPUs per pool lane they later claim.
# Requires a Job C of at least 8 boxes: a pinned row has no fallback (campaign.sh
# matches $2==MACHINE || $2==any), so a row named for a box that never boots
# never runs.
# -- wave 1: the noise floor, one box on purpose ------------------------------
1	j5d0	vanilla	0
1	j5d0	vanilla	1
1	j5d0	vanilla	2	the three seeds ARE this domain's noise floor

# -- wave 1 pool: every other stock arm x 3 seeds -----------------------------
1	any	a2_coldstart	0	needs=/nonexistent/per-domain-sft-stage1 -- math SFT init on a domain stream answers no registered question; unlock = build the domain's own stage-1 and repoint arms.yaml, a pin move
1	any	a2_coldstart	1	needs=/nonexistent/per-domain-sft-stage1 -- math SFT init on a domain stream answers no registered question; unlock = build the domain's own stage-1 and repoint arms.yaml, a pin move
1	any	a2_coldstart	2	needs=/nonexistent/per-domain-sft-stage1 -- math SFT init on a domain stream answers no registered question; unlock = build the domain's own stage-1 and repoint arms.yaml, a pin move
1	any	b1_skew_kl	0
1	any	b1_skew_kl	1
1	any	b1_skew_kl	2
1	any	b2_forward_kl	0
1	any	b2_forward_kl	1
1	any	b2_forward_kl	2
1	j5d2	b3_eopd_gate	0	4-GPU family; box width seeded by the worker
1	j5d3	b3_eopd_gate	1	4-GPU family; box width seeded by the worker
1	j5d4	b3_eopd_gate	2	4-GPU family; box width seeded by the worker
1	any	b4_jsd	0
1	any	b4_jsd	1
1	any	b4_jsd	2
1	any	b4_jsd_b0.1	0
1	any	b4_jsd_b0.1	1
1	any	b4_jsd_b0.1	2
1	any	b4_jsd_b0.9	0
1	any	b4_jsd_b0.9	1
1	any	b4_jsd_b0.9	2
1	any	b5_k2	0
1	any	b5_k2	1
1	any	b5_k2	2
1	any	c1_lsm_topk32_renorm	0
1	any	c1_lsm_topk32_renorm	1
1	any	c1_lsm_topk32_renorm	2
1	any	c1_direct	0
1	any	c1_direct	1
1	any	c1_direct	2
1	any	c1_tailbucket	0
1	any	c1_tailbucket	1
1	any	c1_tailbucket	2
1	any	c2_quantile_budget	0
1	any	c2_quantile_budget	1
1	any	c2_quantile_budget	2
1	any	c2_qb_fixed8	0
1	any	c2_qb_fixed8	1
1	any	c2_qb_fixed8	2
1	any	c2_qb_perseq	0
1	any	c2_qb_perseq	1
1	any	c2_qb_perseq	2
1	any	c3_intersection	0
1	any	c3_intersection	1
1	any	c3_intersection	2
