# Who runs what. The one place that says it.
#
# FLEET REWRITE (2026-08-07, ch-dev): this manifest now describes the Group_GY DSW
# fleet -- seven 8xH100 boxes with ONE shared filesystem (/mgfs, verified by
# write-here-read-there) -- not the original m1-m3+cornell layout. The original
# cluster's completed runs (vanilla_s0, c1_lsm, on A100s) are NOT carried over:
# different silicon is already a registered deviation (PROTOCOL-unified §2.5), and
# every verdict wants arms and noise floor measured in ONE batch. Everything runs
# fresh here, under one fingerprint family.
#
# Columns:  wave  machine  arm  seed  [note]
#   wave     runs in ascending order; a machine finishes its wave-N list before N+1
#   machine  m1=dsw251  m2=dsw252  m3=dsw253  m4=dsw254   (8xH100 each, 4 lanes)
#            registered in .campaign/MACHINE_MAP via `MACHINE=<name> bash deploy/up.sh`.
#            dsw258/261/262 are deliberately held back: free for evals,
#            informativeness, D6 probes -- anything ad-hoc -- without competing with
#            campaign lanes. Enlist one by registering it (m5...) and adding rows.
#   arm      a run_id from configs/arms.yaml
#   seed     data.seed and rollout.seed
#
# deploy/campaign.sh --plan audits this against the registry: every runnable arm must
# appear exactly once, and it reports any that do not.
#
# ROLLOUT_GPU_MEM_UTIL is pinned to 0.45 for the WHOLE campaign by campaign.sh, not
# per row. One value = one batch = one noise floor shared by every arm.
#
# a1_gkd_mix0.5 is absent -- registry status 'needs': blocked on the gen_offpolicy
# precompute + a 3-step GPU rehearsal (the rollout-injection code landed 2026-08-06;
# the old TransferQueue-surgery reason is obsolete). Targeted to join with wave S.

# ---- wave 1: the whole Phase-1 screen at once ---------------------------------
# 16 runs over 16 lanes, four boxes. m1 carries all three vanilla seeds -- THE noise
# floor, every verdict's denominator -- so the reference and its spread come from one
# box and any machine effect rides on the arms, not on the floor.
1	m1	vanilla	0
1	m1	vanilla	1
1	m1	vanilla	2	the three seeds ARE the noise floor
1	m1	f1_soft_log	0

1	m2	b1_skew_kl	0
1	m2	c2_quantile_budget	0	pairs with c1 on m4
1	m2	d1_tip	0
1	m2	e1_pl_rank	0
1	m2	b3_eopd_gate	0	promoted from wave 4 2026-08-07: same pair, stock status, and it is the direct read on b2's collapse

1	m3	f2_hard_clip	0	pairs with f1 on m1
1	m3	g1_verified_only	0
1	m3	h1_first_segment	0
1	m3	b2_forward_kl	0	needs=/nonexistent/parked-b2s0 -- 2026-08-09 ~22:20: third b2 seed hits its own monolith spike (196, ask 17.6GiB vs 14.55 free); 196 < next bank 200 => zombie march. PARKED at bank 175. b2 arm now fully parked (s0@175 s1@150 s2@200).

1	m4	c1_lsm_topk32_renorm	0	first top-k-path arm; carries the pi(S-bar) panels
1	m4	d2_selectkd	0
1	m4	d3_teachability	0
1	m4	g2_fire_likelihood	0	informativeness.py on a spare box tests this arm's premise

# ---- wave 3: blocked until its prerequisite exists ----------------------------
# needs= is checked before the row is ever handed to a lane. The path is still the
# Cornell one because arms.yaml's env for this arm is too (STUDENT_MODEL, DATA_DIR):
# running it here means building the coldstart SFT ckpt on THIS fleet and re-pointing
# both -- an arms.yaml edit, i.e. a pin move with a REASON in PIN_HISTORY.
3	m1	a2_coldstart	0	needs=/scratch/zz865/simopd/ckpt/coldstart_sft

# ---- wave 4: merged from main 2026-08-07, NOT yet assigned --------------------
# Three arms and one model-pair cell arrived with the merge. None is given a machine
# here: wave 1 owns all sixteen lanes until it drains, and each of these has a
# prerequisite that is not met on this fleet. Listed so the manifest stays the whole
# truth rather than the part that happens to be runnable.
#
#   b3_eopd_gate    PROMOTED to wave 1 on m2 (2026-08-07), into the lane e1_pl_rank
#                   freed. Same pair, same protocol, stock status -- nothing to wait
#                   for. Run early because it is the direct read on b2's collapse
#                   (0.502@100 -> 0.002@225): b3 uses forward KL only where the
#                   teacher is spread, b2 uses it everywhere.
#   i0_think_scorer I axis (new), vanilla with the scorer swapped to
#   i1_priv_cot     Qwen3-4B-Thinking-2507. BLOCKED: that model is not in the shared
#                   HF cache and HF_HUB_OFFLINE=1 is fleet-wide (the 429 that killed
#                   all sixteen first-launch lanes is why). i1 additionally needs a
#                   precomputed think-block parquet that does not exist here, and its
#                   path is /mnt/workspace/... -- registry status is 'needs'.
#                   Before running either: Qwen3's template renders an assistant turn
#                   differently depending on whether it is the LAST message (<think>
#                   present vs stripped, measured 2026-08-07). Both arms turn on where
#                   the think block sits in the scored sequence, so verify that first.
#
#   W wave          NOT an arm: a second teacher-student pair, Qwen3-8B-Base <- 32B,
#                   running THESE arms under THIS protocol (docs/SimOPD-plan.md 6.5).
#                   UNBLOCKED 2026-08-07 -- both models are now in the shared cache
#                   (32B 62G, 8B-Base 16G) and vanilla_s0_w is running on m12/dsw262.
#                   Its size is settled by measurement, not by the plan's 4-6 estimate:
#                   ONE W run takes a WHOLE MACHINE, 8 GPUs, split 4 student + 4
#                   teacher. 8.19B x 16 B/param = 122G of training state, so FSDP over
#                   2 GPUs is 61G/GPU before vLLM and cannot fit; over 4 it is 30.5G.
#                   The teacher cannot take one card either: 61G of bf16 weights leaves
#                   7.0G of KV at util 0.85, about three concurrent 9217-token
#                   sequences, so it runs TP=2 x 2 replicas.
#                   These rows therefore do NOT belong in this manifest as written --
#                   every row here assumes a 2-GPU lane and campaign.sh packs four to a
#                   box. W lanes launch through simopd_data/w_pair_launch.sh, which
#                   pins the whole cell's config (ROLLOUT_GPU_MEM_UTIL=0.40, teacher
#                   TP=2, TAG=w) in one place. Measured: 81 s/step, ~5.5h for 250.
#                   The cell has its own step-0 MATH500, 0.664, measured on the verl
#                   path 2026-08-07 -- NOT the 0.468 in scripts/preflight.py, which is
#                   Qwen3-1.7B-Base. Every W curve starts from 0.664.

# ---- wave 2: seed replication ------------------------------------------------
# Every runnable arm at seeds 1 and 2, so each has the three-point spread vanilla
# has had since wave 1. Until now only vanilla did: comparing an arm to vanilla was
# one point against a distribution, which answers "is it outside the noise" but not
# "is this arm itself stable".
#
# 14 arms x 2 seeds = 28, on the ten boxes that became available 2026-08-07
# (255-262, 264, 265; 263 is DOWN). An arm's two seeds are deliberately on
# DIFFERENT machines, so losing a box cannot take both replicas of one arm.
#
# Spanning two pins is fine here, and was checked rather than assumed: between
# 5ee67c6 (wave 1) and 23831fa (now), the only files the snapshot carries that
# changed with DELETIONS are eval_offline.py, progress.py and watch.py -- none of
# which a training process ever imports (run_opd_baseline.sh names two of them only
# in comments, lines 15 and 204). arm.py and run_opd_baseline.sh, the two scripts
# that actually define a run, are byte-identical across the two pins, and
# arms.yaml / losses.py / topk_losses.py changed by pure addition. So wave 1 and
# wave 2 compute the same thing and vanilla does not need re-running.
#
# c2_quantile_budget and b2_forward_kl collapsed in wave 1 (0.026@150 and
# 0.002@225). Replicated anyway, on purpose: whether a collapse reproduces across
# seeds is the finding, and dropping them would leave that unanswered.
#
# a2_coldstart and i0_think_scorer are held back by decision, not by blocker --
# a2's checkpoint exists and i0's teacher is now cached.
2	m5	b1_skew_kl	1
2	m6	b1_skew_kl	2
2	m7	b2_forward_kl	1
2	m8	b2_forward_kl	2	needs=/nonexistent/parked-b2s2 -- 2026-08-09 ~21:20: seed-specific monolith spike at 208 (verl-side compute_forward_kl_topk, live tree). Relay with PYTORCH_CUDA_ALLOC_CONF=expandable_segments died even earlier (202). Death < next bank 225 => zombie march. PARKED at bank 200; same disposition as b2_s1@150.
2	m9	b3_eopd_gate	1
2	m10	b3_eopd_gate	2
2	m11	c1_lsm_topk32_renorm	1
2	m5	c1_lsm_topk32_renorm	2
2	m6	c2_quantile_budget	1
2	m7	c2_quantile_budget	2
2	m5	d1_tip	1
2	m6	d1_tip	2
2	m7	d2_selectkd	1
2	m8	d2_selectkd	2
2	m9	d3_teachability	1
2	m10	d3_teachability	2
2	m11	e1_pl_rank	1
2	m8	e1_pl_rank	2
2	m9	f1_soft_log	1
2	m11	f1_soft_log	2
2	m5	f2_hard_clip	1
2	m6	f2_hard_clip	2
2	m7	g1_verified_only	1
2	m8	g1_verified_only	2
2	m9	g2_fire_likelihood	1
2	m10	g2_fire_likelihood	2
2	m11	h1_first_segment	1
2	m10	h1_first_segment	2

# ---- wave 5: the 16k protocol batch (2026-08-08) -------------------------------
# Every runnable arm x 3 seeds under pin 0778c54: cap 16,384, token-len 17408
# (single-lane probe on m1 2026-08-08: 3 steps, peak 34.8G, responses reached the
# full cap, no OOM), SAVE_FREQ=25 x MAX_CKPT_KEEP=10 so eval_suite.py has the whole
# curve, TAG=16k via .campaign/BATCH_TAG -- which suffixes run names, checkpoint
# dirs, log names AND the wandb group (...__16k__s<seed>), so nothing collides with
# the 8k pilot batch. Row->name matching in campaign.sh carries the tag for the
# same reason.
# PHASED (user 2026-08-08): vanilla x3 first, one seed per box; the remaining rows
# join only after it passes its early steps healthy.
5	m1	vanilla	0	16k batch canary, seed spread across boxes
5	m3	vanilla	1
5	m15	vanilla	2

# ---- wave 5 remainder: all 17 non-vanilla arms x 3 seeds (2026-08-08) --------
# Canary gate passed: vanilla x3 at step 12-13, no OOM, peak 35.9G. Emptiest-first
# box cycle; an arm's three seeds always on three different machines.
5	m16	f2_hard_clip	0
5	m1	f2_hard_clip	1
5	m2	f2_hard_clip	2
5	m3	f1_soft_log	0
5	m7	f1_soft_log	1
5	m8	f1_soft_log	2
5	m15	b1_skew_kl	0
5	m4	b1_skew_kl	1
